"Grupo de documentos","Segmento","Código","PARTIT","GENERE","PERCENT"
2016,"Alejandro Fernández Álvarez","treball_sex","PP","H",38.5
2016,"Alfonso Sánchez Fisac","treball","Ciutadans","H",38.5
2016,"Alícia Romero Llano","Familia_llar","PSC","D",38.5
2016,"Anna Caula i Paretas","Fem_igualtat","CIU","D",38.5
2016,"Anna Caula i Paretas","Familia_llar","CIU","D",38.5
2016,"Anna Gabriel i Sabaté","Salut_sexual","CUP","D",38.5
2016,"Anna Gabriel i Sabaté","Fem_igualtat","CUP","D",38.5
2016,"Anna Gabriel i Sabaté","Salut_sexual","CUP","D",38.5
2016,"Anna Gabriel i Sabaté","Fem_igualtat","CUP","D",38.5
2016,"Anna Gabriel i Sabaté","Violencia","CUP","D",38.5
2016,"Anna Gabriel i Sabaté","treball","CUP","D",38.5
2016,"Anna Gabriel i Sabaté","Salut_sexual","CUP","D",38.5
2016,"Anna Gabriel i Sabaté","Fem_igualtat","CUP","D",38.5
2016,"Anna Gabriel i Sabaté","Familia_llar","CUP","D",38.5
2016,"Anna Gabriel i Sabaté","Fem_igualtat","CUP","D",38.5
2016,"Anna Gabriel i Sabaté","Fem_igualtat","CUP","D",38.5
2016,"Anna Gabriel i Sabaté","Salut_sexual","CUP","D",38.5
2016,"Anna Gabriel i Sabaté","Familia_llar","CUP","D",38.5
2016,"Anna Gabriel i Sabaté","Fem_igualtat","CUP","D",38.5
2016,"Anna Gabriel i Sabaté","Violencia","CUP","D",38.5
2016,"Anna Simó i Castelló","Familia_llar","ERC","D",38.5
2016,"Antoni Balasch i Parisi","Familia_llar","CIU","H",38.5
2016,"Antonio Espinosa Cerrato","Familia_llar","Ciutadans","H",38.5
2016,"Antonio Espinosa Cerrato","Familia_llar","Ciutadans","H",38.5
2016,"Assumpció Laïlla i Jou","Fem_igualtat","CIU","D",38.5
2016,"Assumpció Laïlla i Jou","Fem_igualtat","CIU","D",38.5
2016,"Assumpta Escarp Gibert","Fem_igualtat","PSC","D",38.5
2016,"Benet Salellas i Vilar","Familia_llar","CUP","H",38.5
2016,"Benet Salellas i Vilar","Violencia","CUP","H",38.5
2016,"Benet Salellas i Vilar","Familia_llar","CUP","H",38.5
2016,"Benet Salellas i Vilar","Violencia","CUP","H",38.5
2016,"Carles Puigdemont i Casamajó","Violencia","CIU","H",38.5
2016,"Carles Puigdemont i Casamajó","Salut_sexual","CIU","H",38.5
2016,"Carlos Carrizosa Torres","Fem_igualtat","Ciutadans","H",38.5
2016,"Carlos Carrizosa Torres","Fem_igualtat","Ciutadans","H",38.5
2016,"Carlos Carrizosa Torres","Fem_igualtat","Ciutadans","H",38.5
2016,"Carme Forcadell i Lluís","Familia_llar","CIU","D",38.5
2016,"Carme Forcadell i Lluís","Fem_igualtat","CIU","D",38.5
2016,"David Rodríguez i González","Familia_llar","ERC","H",38.5
2016,"David Rodríguez i González","Fem_igualtat","ERC","H",38.5
2016,"Dolors Bassa i Coll","Familia_llar","ERC","D",38.5
2016,"Dolors Bassa i Coll","Familia_llar","ERC","D",38.5
2016,"Dolors Bassa i Coll","Fem_igualtat","ERC","D",38.5
2016,"Dolors Bassa i Coll","Violencia","ERC","D",38.5
2016,"Eulàlia Reguant i Cura","treball_sex","CUP","D",38.5
2016,"Eulàlia Reguant i Cura","Familia_llar","CUP","D",38.5
2016,"Fernando de Páramo Gómez","Familia_llar","Ciutadans","H",38.5
2016,"Fernando de Páramo Gómez","Salut_sexual","Ciutadans","H",38.5
2016,"Ferran Pedret i Santos","Violencia","PSC","H",38.5
2016,"Ferran Pedret i Santos","Familia_llar","PSC","H",38.5
2016,"Ferran Pedret i Santos","Violencia","PSC","H",38.5
2016,"Germà Bel Queralt","treball_sex","CIU","D",38.5
2016,"Germà Bel Queralt","treball_sex","CIU","D",38.5
2016,"Hortènsia Grau Juan","Fem_igualtat","Podem","D",38.5
2016,"Inés Arrimadas García","Fem_igualtat","Ciutadans","D",38.5
2016,"Inés Arrimadas García","treball","Ciutadans","D",38.5
2016,"Inés Arrimadas García","Fem_igualtat","Ciutadans","D",38.5
2016,"Inés Arrimadas García","Fem_igualtat","Ciutadans","D",38.5
2016,"Joan García González","treball","Ciutadans","H",38.5
2016,"Joan Josep Nuet i Pujals","Violencia","Podem","H",38.5
2016,"Joan Josep Nuet i Pujals","Violencia","Podem","H",38.5
2016,"Joan Josep Nuet i Pujals","treball_sex","Podem","H",38.5
2016,"Joan Josep Nuet i Pujals","Violencia","Podem","H",38.5
2016,"Joan Ramon Casals i Mata","Familia_llar","CIU","H",38.5
2016,"Joan Ramon Casals i Mata","Fem_igualtat","CIU","H",38.5
2016,"Jorge Soler González","Familia_llar","Ciutadans","H",38.5
2016,"Jorge Soler González","treball","Ciutadans","H",38.5
2016,"Jorge Soler González","treball","Ciutadans","H",38.5
2016,"Jorge Soler González","Familia_llar","Ciutadans","H",38.5
2016,"José María Espejo-Saavedra Conesa","Violencia","Ciutadans","H",38.5
2016,"Josep Enric Millo i Rocher","Familia_llar","PP","H",38.5
2016,"Josep Enric Millo i Rocher","Familia_llar","PP","H",38.5
2016,"Josep Enric Millo i Rocher","treball","PP","H",38.5
2016,"Josep Enric Millo i Rocher","Violencia","PP","H",38.5
2016,"Josep Enric Millo i Rocher","Familia_llar","PP","H",38.5
2016,"Josep Enric Millo i Rocher","treball","PP","H",38.5
2016,"Laura Vílchez Sánchez","Familia_llar","Ciutadans","D",38.5
2016,"Laura Vílchez Sánchez","treball","Ciutadans","D",38.5
2016,"Laura Vílchez Sánchez","Salut_sexual","Ciutadans","D",38.5
2016,"Laura Vílchez Sánchez","Familia_llar","Ciutadans","D",38.5
2016,"Laura Vílchez Sánchez","Violencia","Ciutadans","D",38.5
2016,"Laura Vílchez Sánchez","treball","Ciutadans","D",38.5
2016,"Laura Vílchez Sánchez","treball","Ciutadans","D",38.5
2016,"Laura Vílchez Sánchez","Familia_llar","Ciutadans","D",38.5
2016,"Laura Vílchez Sánchez","Fem_igualtat","Ciutadans","D",38.5
2016,"Laura Vílchez Sánchez","treball_sex","Ciutadans","D",38.5
2016,"Laura Vílchez Sánchez","Familia_llar","Ciutadans","D",38.5
2016,"Laura Vílchez Sánchez","treball","Ciutadans","D",38.5
2016,"Marc Solsona i Aixalà","representacio","CIU","H",38.5
2016,"Marc Vidal i Pou","Familia_llar","Podem","H",38.5
2016,"Marc Vidal i Pou","Fem_igualtat","Podem","H",38.5
2016,"Marc Vidal i Pou","treball","Podem","H",38.5
2016,"Maria Senserrich i Guitart","treball_sex","CIU","D",38.5
2016,"Marisa Xandri Pujol","Salut_sexual","PP","D",38.5
2016,"Marisa Xandri Pujol","Salut_sexual","PP","D",38.5
2016,"Marisa Xandri Pujol","Fem_igualtat","PP","D",38.5
2016,"Marisa Xandri Pujol","Familia_llar","PP","D",38.5
2016,"Marisa Xandri Pujol","Fem_igualtat","PP","D",38.5
2016,"Marisa Xandri Pujol","Violencia","PP","D",38.5
2016,"Marta Moreta Rovira","Fem_igualtat","PSC","D",38.5
2016,"Marta Moreta Rovira","treball_sex","PSC","D",38.5
2016,"Marta Moreta Rovira","Fem_igualtat","PSC","D",38.5
2016,"Marta Ribas Frías","Familia_llar","Podem","D",38.5
2016,"Marta Ribas Frías","representacio","Podem","D",38.5
2016,"Marta Ribas Frías","Salut_sexual","Podem","D",38.5
2016,"Marta Ribas Frías","Familia_llar","Podem","D",38.5
2016,"Marta Ribas Frías","Salut_sexual","Podem","D",38.5
2016,"Marta Ribas Frías","Familia_llar","Podem","D",38.5
2016,"Marta Ribas Frías","representacio","Podem","D",38.5
2016,"Miquel Iceta i Llorens","Violencia","PSC","H",38.5
2016,"Miquel Iceta i Llorens","Familia_llar","PSC","H",38.5
2016,"Mireia Boya e Busquet","Violencia","CUP","D",38.5
2016,"Mireia Vehí i Cantenys","Salut_sexual","CUP","D",38.5
2016,"Mireia Vehí i Cantenys","Fem_igualtat","CUP","D",38.5
2016,"Mireia Vehí i Cantenys","Familia_llar","CUP","D",38.5
2016,"Mireia Vehí i Cantenys","treball_sex","CUP","D",38.5
2016,"Mireia Vehí i Cantenys","Familia_llar","CUP","D",38.5
2016,"Mireia Vehí i Cantenys","treball_sex","CUP","D",38.5
2016,"Mireia Vehí i Cantenys","Familia_llar","CUP","D",38.5
2016,"Mireia Vehí i Cantenys","treball_sex","CUP","D",38.5
2016,"Mireia Vehí i Cantenys","treball","CUP","D",38.5
2016,"Mireia Vehí i Cantenys","Familia_llar","CUP","D",38.5
2016,"Mireia Vehí i Cantenys","Fem_igualtat","CUP","D",38.5
2016,"Montserrat Palau Vergés","Fem_igualtat","CIU","D",38.5
2016,"Montserrat Palau Vergés","Fem_igualtat","CIU","D",38.5
2016,"Montserrat Palau Vergés","Fem_igualtat","CIU","D",38.5
2016,"Montserrat Palau Vergés","Violencia","CIU","D",38.5
2016,"Natàlia Figueras i Pagès","Violencia","CIU","D",38.5
2016,"Natàlia Figueras i Pagès","Violencia","CIU","D",38.5
2016,"Natàlia Figueras i Pagès","Fem_igualtat","CIU","D",38.5
2016,"Natàlia Figueras i Pagès","treball","CIU","D",38.5
2016,"Natàlia Figueras i Pagès","Familia_llar","CIU","D",38.5
2016,"Neus Munté i Fernàndez","Violencia","CIU","D",38.5
2016,"Neus Munté i Fernàndez","Familia_llar","CIU","D",38.5
2016,"Neus Munté i Fernàndez","Fem_igualtat","CIU","D",38.5
2016,"Neus Munté i Fernàndez","Violencia","CIU","D",38.5
2016,"Neus Munté i Fernàndez","Fem_igualtat","CIU","D",38.5
2016,"Neus Munté i Fernàndez","Salut_sexual","CIU","D",38.5
2016,"Neus Munté i Fernàndez","Violencia","CIU","D",38.5
2016,"Noemí de la Calle Sifré","Violencia","Ciutadans","D",38.5
2016,"Noemí de la Calle Sifré","Fem_igualtat","Ciutadans","D",38.5
2016,"Noemí de la Calle Sifré","representacio","Ciutadans","D",38.5
2016,"Oriol Amorós i March","Fem_igualtat","ERC","H",38.5
2016,"Oriol Amorós i March","Fem_igualtat","ERC","H",38.5
2016,"Pol Gibert Horcas","treball","PSC","H",38.5
2016,"Pol Gibert Horcas","treball","PSC","H",38.5
2016,"Pol Gibert Horcas","treball","PSC","H",38.5
2016,"Pol Gibert Horcas","Salut_sexual","PSC","H",38.5
2016,"Pol Gibert Horcas","treball_sex","PSC","H",38.5
2016,"Pol Gibert Horcas","Fem_igualtat","PSC","H",38.5
2016,"Pol Gibert Horcas","Familia_llar","PSC","H",38.5
2016,"Pol Gibert Horcas","treball","PSC","H",38.5
2016,"Pol Gibert Horcas","treball","PSC","H",38.5
2016,"Rafel Bruguera Batalla","treball_sex","PSC","H",38.5
2016,"Raúl Moreno Montaña","Familia_llar","PSC","H",38.5
2016,"Raúl Moreno Montaña","Fem_igualtat","PSC","H",38.5
2016,"Raúl Moreno Montaña","Familia_llar","PSC","H",38.5
2016,"Sonia Sierra Infante","Fem_igualtat","Ciutadans","D",38.5
2016,"Sonia Sierra Infante","Fem_igualtat","Ciutadans","D",38.5
2016,"Sonia Sierra Infante","Fem_igualtat","Ciutadans","D",38.5
2016,"Sonia Sierra Infante","Familia_llar","Ciutadans","D",38.5
2016,"Sonia Sierra Infante","Familia_llar","Ciutadans","D",38.5
2016,"Sonia Sierra Infante","Familia_llar","Ciutadans","D",38.5
2016,"Sonia Sierra Infante","Fem_igualtat","Ciutadans","D",38.5
2016,"Sonia Sierra Infante","Familia_llar","Ciutadans","D",38.5
2016,"Sonia Sierra Infante","Violencia","Ciutadans","D",38.5
2016,"Sonia Sierra Infante","Familia_llar","Ciutadans","D",38.5
2016,"Sonia Sierra Infante","Familia_llar","Ciutadans","D",38.5
2016,"Susana Beltrán García","Violencia","Ciutadans","D",38.5
2016,"Xavier García Albiol","Fem_igualtat","PP","H",38.5
2016,"Xavier García Albiol","Fem_igualtat","PP","H",38.5
2016,"Xavier García Albiol","Salut_sexual","PP","H",38.5
2016,"Xavier García Albiol","Salut_sexual","PP","H",38.5
2016,"Xavier García Albiol","Familia_llar","PP","H",38.5
2016,"Xavier García Albiol","Fem_igualtat","PP","H",38.5
2016,"Xavier García Albiol","Familia_llar","PP","H",38.5
2016,"Xavier García Albiol","Fem_igualtat","PP","H",38.5
2017,"Alba Vergés i Bosch","Familia_llar","ERC","D",44.4
2017,"Alba Vergés i Bosch","Familia_llar","ERC","D",44.4
2017,"Alba Vergés i Bosch","Familia_llar","ERC","D",44.4
2017,"Alba Vergés i Bosch","Familia_llar","ERC","D",44.4
2017,"Alba Vergés i Bosch","Salut_sexual","ERC","D",44.4
2017,"Alba Vergés i Bosch","Familia_llar","ERC","D",44.4
2017,"Alba Vergés i Bosch","Familia_llar","ERC","D",44.4
2017,"Alejandro Fernández Álvarez","Fem_igualtat","PP","H",44.4
2017,"Alejandro Fernández Álvarez","Familia_llar","PP","H",44.4
2017,"Alejandro Fernández Álvarez","Familia_llar","PP","H",44.4
2017,"Alejandro Fernández Álvarez","Familia_llar","PP","H",44.4
2017,"Alejandro Fernández Álvarez","Familia_llar","PP","H",44.4
2017,"Alícia Romero Llano","Familia_llar","PSC","D",44.4
2017,"Alícia Romero Llano","treball","PSC","D",44.4
2017,"Alícia Romero Llano","Familia_llar","PSC","D",44.4
2017,"Anna Caula i Paretas","treball","ERC","D",44.4
2017,"Anna Caula i Paretas","Fem_igualtat","ERC","D",44.4
2017,"Anna Caula i Paretas","Salut_sexual","ERC","D",44.4
2017,"Assumpció Laïlla i Jou","Salut_sexual","ERC","D",44.4
2017,"Assumpció Laïlla i Jou","Familia_llar","ERC","D",44.4
2017,"Assumpció Laïlla i Jou","Familia_llar","ERC","D",44.4
2017,"Assumpció Laïlla i Jou","Salut_sexual","ERC","D",44.4
2017,"Assumpció Laïlla i Jou","Salut_sexual","ERC","D",44.4
2017,"Assumpció Laïlla i Jou","Familia_llar","ERC","D",44.4
2017,"Assumpta Escarp Gibert","Familia_llar","PSC","D",44.4
2017,"Assumpta Escarp Gibert","Familia_llar","PSC","D",44.4
2017,"Assumpta Escarp Gibert","treball","PSC","D",44.4
2017,"Assumpta Escarp Gibert","Violencia","PSC","D",44.4
2017,"Carles Mundó i Blanch","Salut_sexual","ERC","H",44.4
2017,"Carles Mundó i Blanch","Fem_igualtat","ERC","H",44.4
2017,"Carles Riera Albert","Familia_llar","CUP","H",44.4
2017,"Carles Riera Albert","Familia_llar","CUP","H",44.4
2017,"Carles Riera Albert","Fem_igualtat","CUP","H",44.4
2017,"Carles Riera Albert","Familia_llar","CUP","H",44.4
2017,"Carles Riera Albert","Familia_llar","CUP","H",44.4
2017,"Carlos Carrizosa Torres","Salut_sexual","Ciutadans","H",44.4
2017,"Carlos Carrizosa Torres","Fem_igualtat","Ciutadans","H",44.4
2017,"Carlos Carrizosa Torres","Fem_igualtat","Ciutadans","H",44.4
2017,"Carlos Carrizosa Torres","Fem_igualtat","Ciutadans","H",44.4
2017,"Carlos Carrizosa Torres","Fem_igualtat","Ciutadans","H",44.4
2017,"Carlos Carrizosa Torres","representacio","Ciutadans","H",44.4
2017,"Carlos Carrizosa Torres","Familia_llar","Ciutadans","H",44.4
2017,"Carme Forcadell i Lluís","Fem_igualtat","ERC","D",44.4
2017,"Carme Forcadell i Lluís","Familia_llar","ERC","D",44.4
2017,"Carme Forcadell i Lluís","Fem_igualtat","ERC","D",44.4
2017,"Clara Ponsatí i Obiols","Familia_llar","CIU","H",44.4
2017,"Dolors Bassa i Coll","Violencia","ERC","D",44.4
2017,"Dolors Bassa i Coll","Salut_sexual","ERC","D",44.4
2017,"Esperanza García González","Salut_sexual","PP","D",44.4
2017,"Esperanza García González","Violencia","PP","D",44.4
2017,"Esperanza García González","Familia_llar","PP","D",44.4
2017,"Esperanza García González","Violencia","PP","D",44.4
2017,"Esperanza García González","Salut_sexual","PP","D",44.4
2017,"Esperanza García González","Fem_igualtat","PP","D",44.4
2017,"Esperanza García González","Fem_igualtat","PP","D",44.4
2017,"Esperanza García González","Fem_igualtat","PP","D",44.4
2017,"Esperanza García González","Violencia","PP","D",44.4
2017,"Esperanza García González","Fem_igualtat","PP","D",44.4
2017,"Esperanza García González","Salut_sexual","PP","D",44.4
2017,"Ferran Pedret i Santos","Salut_sexual","PSC","H",44.4
2017,"Ferran Pedret i Santos","Familia_llar","PSC","H",44.4
2017,"Ferran Pedret i Santos","Violencia","PSC","H",44.4
2017,"Ferran Pedret i Santos","Familia_llar","PSC","H",44.4
2017,"Ferran Pedret i Santos","Violencia","PSC","H",44.4
2017,"Ferran Pedret i Santos","Fem_igualtat","PSC","H",44.4
2017,"Ferran Pedret i Santos","treball","PSC","H",44.4
2017,"Ferran Pedret i Santos","Salut_sexual","PSC","H",44.4
2017,"Ferran Pedret i Santos","Fem_igualtat","PSC","H",44.4
2017,"Ferran Pedret i Santos","Fem_igualtat","PSC","H",44.4
2017,"Ferran Pedret i Santos","Salut_sexual","PSC","H",44.4
2017,"Francisco Javier Domínguez Serrano","Fem_igualtat","Ciutadans","H",44.4
2017,"Francisco Javier Domínguez Serrano","treball_sex","Ciutadans","H",44.4
2017,"Francisco Javier Domínguez Serrano","representacio","Ciutadans","H",44.4
2017,"Gerard Gómez del Moral i Fuster","treball","ERC","H",44.4
2017,"Inés Arrimadas García","Violencia","Ciutadans","D",44.4
2017,"Inés Arrimadas García","treball","Ciutadans","D",44.4
2017,"Inés Arrimadas García","Familia_llar","Ciutadans","D",44.4
2017,"Jéssica Albiach Satorres","Familia_llar","Podem","D",44.4
2017,"Jéssica Albiach Satorres","Familia_llar","Podem","D",44.4
2017,"Jéssica Albiach Satorres","Familia_llar","Podem","D",44.4
2017,"Jéssica Albiach Satorres","Familia_llar","Podem","D",44.4
2017,"Jéssica Albiach Satorres","Fem_igualtat","Podem","D",44.4
2017,"Jéssica Albiach Satorres","Fem_igualtat","Podem","D",44.4
2017,"Jéssica Albiach Satorres","Violencia","Podem","D",44.4
2017,"Jéssica Albiach Satorres","Familia_llar","Podem","D",44.4
2017,"Jéssica Albiach Satorres","Salut_sexual","Podem","D",44.4
2017,"Jéssica Albiach Satorres","Fem_igualtat","Podem","D",44.4
2017,"Jéssica Albiach Satorres","Familia_llar","Podem","D",44.4
2017,"Jéssica Albiach Satorres","Familia_llar","Podem","D",44.4
2017,"Joan García González","representacio","Ciutadans","H",44.4
2017,"Joan García González","treball_sex","Ciutadans","H",44.4
2017,"Joan Josep Nuet i Pujals","Fem_igualtat","Podem","H",44.4
2017,"Jordi Munell i Garcia","Familia_llar","CIU","H",44.4
2017,"Jordi Orobitg i Solé","Fem_igualtat","ERC","H",44.4
2017,"Jordi Terrades i Santacreu","Salut_sexual","PSC","H",44.4
2017,"Jordi Terrades i Santacreu","Salut_sexual","PSC","H",44.4
2017,"Jordi Turull i Negre","treball","CIU","H",44.4
2017,"Jorge Soler González","Familia_llar","Ciutadans","H",44.4
2017,"Jorge Soler González","Familia_llar","Ciutadans","H",44.4
2017,"Jorge Soler González","Violencia","Ciutadans","H",44.4
2017,"Jorge Soler González","Familia_llar","Ciutadans","H",44.4
2017,"Jorge Soler González","Familia_llar","Ciutadans","H",44.4
2017,"José María Espejo-Saavedra Conesa","Violencia","Ciutadans","H",44.4
2017,"José María Espejo-Saavedra Conesa","Violencia","Ciutadans","H",44.4
2017,"Laura Vílchez Sánchez","Violencia","Ciutadans","D",44.4
2017,"Marta Ribas Frías","Familia_llar","Podem","D",44.4
2017,"Marta Ribas Frías","Familia_llar","Podem","D",44.4
2017,"Martín Eusebio Barra López","Familia_llar","Ciutadans","H",44.4
2017,"Matías Alonso Ruiz","Violencia","Ciutadans","H",44.4
2017,"Matías Alonso Ruiz","Familia_llar","Ciutadans","H",44.4
2017,"Matías Alonso Ruiz","Fem_igualtat","Ciutadans","H",44.4
2017,"Matías Alonso Ruiz","Fem_igualtat","Ciutadans","H",44.4
2017,"Matías Alonso Ruiz","Fem_igualtat","Ciutadans","H",44.4
2017,"Matías Alonso Ruiz","Violencia","Ciutadans","H",44.4
2017,"Matías Alonso Ruiz","Violencia","Ciutadans","H",44.4
2017,"Miquel Iceta i Llorens","Salut_sexual","PSC","H",44.4
2017,"Miquel Iceta i Llorens","Violencia","PSC","H",44.4
2017,"Noemí de la Calle Sifré","Fem_igualtat","Ciutadans","D",44.4
2017,"Noemí de la Calle Sifré","Salut_sexual","Ciutadans","D",44.4
2017,"Noemí de la Calle Sifré","treball","Ciutadans","D",44.4
2017,"Noemí de la Calle Sifré","Fem_igualtat","Ciutadans","D",44.4
2017,"Noemí de la Calle Sifré","Fem_igualtat","Ciutadans","D",44.4
2017,"Noemí de la Calle Sifré","Salut_sexual","Ciutadans","D",44.4
2017,"Noemí de la Calle Sifré","Salut_sexual","Ciutadans","D",44.4
2017,"Noemí de la Calle Sifré","Fem_igualtat","Ciutadans","D",44.4
2017,"Noemí de la Calle Sifré","Familia_llar","Ciutadans","D",44.4
2017,"Noemí de la Calle Sifré","Fem_igualtat","Ciutadans","D",44.4
2017,"Noemí de la Calle Sifré","treball","Ciutadans","D",44.4
2017,"Noemí de la Calle Sifré","Fem_igualtat","Ciutadans","D",44.4
2017,"Noemí de la Calle Sifré","Fem_igualtat","Ciutadans","D",44.4
2017,"Noemí de la Calle Sifré","Familia_llar","Ciutadans","D",44.4
2017,"Noemí de la Calle Sifré","Salut_sexual","Ciutadans","D",44.4
2017,"Noemí de la Calle Sifré","Fem_igualtat","Ciutadans","D",44.4
2017,"Noemí de la Calle Sifré","treball","Ciutadans","D",44.4
2017,"Noemí de la Calle Sifré","Fem_igualtat","Ciutadans","D",44.4
2017,"Noemí de la Calle Sifré","Familia_llar","Ciutadans","D",44.4
2017,"Noemí de la Calle Sifré","Fem_igualtat","Ciutadans","D",44.4
2017,"Raúl Moreno Montaña","Violencia","PSC","H",44.4
2017,"Raúl Moreno Montaña","Familia_llar","PSC","H",44.4
2017,"Roger Torrent i Ramió","Familia_llar","ERC","H",44.4
2017,"Roger Torrent i Ramió","Violencia","ERC","H",44.4
2017,"Roger Torrent i Ramió","Violencia","ERC","H",44.4
2017,"Roger Torrent i Ramió","Violencia","ERC","H",44.4
2017,"Roger Torrent i Ramió","Violencia","ERC","H",44.4
2017,"Roger Torrent i Ramió","Violencia","ERC","H",44.4
2017,"Sonia Sierra Infante","Familia_llar","Ciutadans","D",44.4
2017,"Sonia Sierra Infante","Familia_llar","Ciutadans","D",44.4
2017,"Sonia Sierra Infante","Familia_llar","Ciutadans","D",44.4
2017,"Sonia Sierra Infante","Familia_llar","Ciutadans","D",44.4
2017,"Sonia Sierra Infante","Familia_llar","Ciutadans","D",44.4
2017,"Sonia Sierra Infante","Fem_igualtat","Ciutadans","D",44.4
2017,"Sonia Sierra Infante","Familia_llar","Ciutadans","D",44.4
2017,"Xavier García Albiol","Familia_llar","PP","H",44.4
2017,"Xavier García Albiol","Familia_llar","PP","H",44.4
2017,"Xavier García Albiol","Violencia","PP","H",44.4
2017,"Xavier García Albiol","Familia_llar","PP","H",44.4
2017,"Xavier García Albiol","Violencia","PP","H",44.4
2017,"Xavier García Albiol","Violencia","PP","H",44.4
2017,"Xavier García Albiol","Familia_llar","PP","H",44.4
2018,"Albert Batet i Canadell","Violencia","CIU","H",44.4
2018,"Alejandro Fernández Álvarez","Fem_igualtat","PP","H",44.4
2018,"Alejandro Fernández Álvarez","Fem_igualtat","PP","H",44.4
2018,"Alícia Romero Llano","Familia_llar","PSC","D",44.4
2018,"Alícia Romero Llano","Familia_llar","PSC","D",44.4
2018,"Alícia Romero Llano","Familia_llar","PSC","D",44.4
2018,"Alícia Romero Llano","Fem_igualtat","PSC","D",44.4
2018,"Andrea Levy Soler","Familia_llar","PP","D",44.4
2018,"Andrea Levy Soler","Familia_llar","PP","D",44.4
2018,"Anna Caula i Paretas","Fem_igualtat","ERC","D",44.4
2018,"Anna Caula i Paretas","Fem_igualtat","ERC","D",44.4
2018,"Anna Caula i Paretas","Fem_igualtat","ERC","D",44.4
2018,"Anna Caula i Paretas","Violencia","ERC","D",44.4
2018,"Anna Caula i Paretas","Fem_igualtat","ERC","D",44.4
2018,"Assumpció Laïlla i Jou","Familia_llar","ERC","D",44.4
2018,"Aurora Madaula i Giménez","Fem_igualtat","CIU","D",44.4
2018,"Aurora Madaula i Giménez","Salut_sexual","CIU","D",44.4
2018,"Beatriz Silva Gallardo","Violencia","PSC","D",44.4
2018,"Beatriz Silva Gallardo","Violencia","PSC","D",44.4
2018,"Beatriz Silva Gallardo","Fem_igualtat","PSC","D",44.4
2018,"Bernat Solé i Barril","Familia_llar","ERC","H",44.4
2018,"Bernat Solé i Barril","Familia_llar","ERC","H",44.4
2018,"Blanca Victoria Navarro Pacheco","Salut_sexual","Ciutadans","D",44.4
2018,"Blanca Victoria Navarro Pacheco","Fem_igualtat","Ciutadans","D",44.4
2018,"Carles Castillo Rosique","representacio","PSC","H",44.4
2018,"Carles Riera Albert","Familia_llar","CUP","H",44.4
2018,"Carles Riera Albert","Familia_llar","CUP","H",44.4
2018,"Carles Riera Albert","Fem_igualtat","CUP","H",44.4
2018,"Carles Riera Albert","Familia_llar","CUP","H",44.4
2018,"Carlos Carrizosa Torres","Fem_igualtat","Ciutadans","H",44.4
2018,"Carlos Carrizosa Torres","Violencia","Ciutadans","H",44.4
2018,"Carlos Carrizosa Torres","Fem_igualtat","Ciutadans","H",44.4
2018,"David Cid Colomer","Familia_llar","Podem","H",44.4
2018,"David Cid Colomer","Fem_igualtat","Podem","H",44.4
2018,"David Cid Colomer","Familia_llar","Podem","H",44.4
2018,"David Cid Colomer","Fem_igualtat","Podem","H",44.4
2018,"David Cid Colomer","Familia_llar","Podem","H",44.4
2018,"Elisenda Alamany Gutiérrez","Violencia","Podem","D",44.4
2018,"Elisenda Alamany Gutiérrez","Familia_llar","Podem","D",44.4
2018,"Elisenda Alamany Gutiérrez","Violencia","Podem","D",44.4
2018,"Elsa Artadi i Vila","treball_sex","CIU","D",44.4
2018,"Elsa Artadi i Vila","Fem_igualtat","CIU","D",44.4
2018,"Elsa Artadi i Vila","Fem_igualtat","CIU","D",44.4
2018,"Elsa Artadi i Vila","Violencia","CIU","D",44.4
2018,"Ernest Maragall i Mira","Violencia","ERC","H",44.4
2018,"Eusebi Campdepadrós i Pucurull","Fem_igualtat","CIU","H",44.4
2018,"Eva Granados Galiano","Familia_llar","PSC","D",44.4
2018,"Eva Granados Galiano","Familia_llar","PSC","D",44.4
2018,"Eva Granados Galiano","Familia_llar","PSC","D",44.4
2018,"Eva Granados Galiano","Familia_llar","PSC","D",44.4
2018,"Eva Granados Galiano","Fem_igualtat","PSC","D",44.4
2018,"Ferran Civit i Martí","Fem_igualtat","ERC","H",44.4
2018,"Ferran Civit i Martí","Fem_igualtat","ERC","H",44.4
2018,"Ferran Civit i Martí","Violencia","ERC","H",44.4
2018,"Ferran Civit i Martí","Violencia","ERC","H",44.4
2018,"Ferran Civit i Martí","Violencia","ERC","H",44.4
2018,"Francesc de Dalmases i Thió","Violencia","CIU","H",44.4
2018,"Francesc de Dalmases i Thió","Fem_igualtat","CIU","H",44.4
2018,"Francesc de Dalmases i Thió","Fem_igualtat","CIU","H",44.4
2018,"Gemma Geis i Carreras","Familia_llar","CIU","D",44.4
2018,"Gerard Gómez del Moral i Fuster","Violencia","ERC","H",44.4
2018,"Imma Gallardo Barceló","Familia_llar","CIU","D",44.4
2018,"Imma Gallardo Barceló","Familia_llar","CIU","D",44.4
2018,"Imma Gallardo Barceló","Salut_sexual","CIU","D",44.4
2018,"Inés Arrimadas García","Familia_llar","Ciutadans","D",44.4
2018,"Inés Arrimadas García","Familia_llar","Ciutadans","D",44.4
2018,"Inés Arrimadas García","Fem_igualtat","Ciutadans","D",44.4
2018,"Inés Arrimadas García","Violencia","Ciutadans","D",44.4
